path	ext	size_bytes	lines	class	extends	kind	priority	reuse_action	target	notes
buttons/DefineButton2_1290/1.png	png	93	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
buttons/DefineButton2_2187/1.png	png	419	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
buttons/DefineButton2_2189/1.png	png	393	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
buttons/DefineButton2_2723/1.png	png	160	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
buttons/DefineButton2_2864/1.png	png	318	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
fonts/1764_GROBOLD.ttf	ttf	8624	0			font_asset	medium	reuse_after_license_check	client_assets/fonts	Validar licenca e fallback cross-platform
fonts/2465_Verdana.ttf	ttf	4340	0			font_asset	medium	reuse_after_license_check	client_assets/fonts	Validar licenca e fallback cross-platform
fonts/2488_Verdana.ttf	ttf	67400	0			font_asset	medium	reuse_after_license_check	client_assets/fonts	Validar licenca e fallback cross-platform
fonts/2491_GROBOLDpro.ttf	ttf	2632	0			font_asset	medium	reuse_after_license_check	client_assets/fonts	Validar licenca e fallback cross-platform
fonts/2960_Verdana Bold.ttf	ttf	24720	0			font_asset	medium	reuse_after_license_check	client_assets/fonts	Validar licenca e fallback cross-platform
fonts/3014_Verdana.ttf	ttf	24496	0			font_asset	medium	reuse_after_license_check	client_assets/fonts	Validar licenca e fallback cross-platform
fonts/3057_Groboldov Bold.ttf	ttf	72208	0			font_asset	medium	reuse_after_license_check	client_assets/fonts	Validar licenca e fallback cross-platform
fonts/31_Groboldov.ttf	ttf	72440	0			font_asset	medium	reuse_after_license_check	client_assets/fonts	Validar licenca e fallback cross-platform
fonts/36_Verdana.ttf	ttf	87868	0			font_asset	medium	reuse_after_license_check	client_assets/fonts	Validar licenca e fallback cross-platform
fonts/4_Verdana.ttf	ttf	87060	0			font_asset	medium	reuse_after_license_check	client_assets/fonts	Validar licenca e fallback cross-platform
frames/1.png	png	3517	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1136.png	png	1846	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1139.png	png	1983	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1141.png	png	1752	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1143.png	png	1856	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1146.png	png	1715	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1149.png	png	1293	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1151.png	png	1430	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1153.png	png	1648	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1168.png	png	11209	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1237.png	png	2822	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1266.jpg	jpg	153396	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1282.png	png	39976	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/129.png	png	1140	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/131.png	png	1277	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/136.png	png	1613	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/144.png	png	10651	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/146.png	png	7715	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1464.jpg	jpg	767	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1466.png	png	1327	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/148.png	png	6775	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1485.png	png	38430	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/152.png	png	6860	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1522.png	png	5486	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1524.jpg	jpg	2392	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1527.png	png	10617	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1530.png	png	9344	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/154.png	png	6978	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/156.png	png	5437	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1562.png	png	250	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1565_smoke1_smoke1.png	png	11762	0			image_asset_semantic_name	medium	reuse_via_atlas_pipeline	client_assets/atlases	Nome semantico sugere utilidade direta
images/158.png	png	4527	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/160.jpg	jpg	711	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/163.jpg	jpg	745	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/165.jpg	jpg	701	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1667_bmp_healthbarsmall_bmp_healthbarsmall.png	png	551	0			image_asset_semantic_name	medium	reuse_via_atlas_pipeline	client_assets/atlases	Nome semantico sugere utilidade direta
images/167.jpg	jpg	736	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1670.jpg	jpg	470	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1672.jpg	jpg	486	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1674.jpg	jpg	424	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1676.jpg	jpg	445	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1678.jpg	jpg	455	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1680.jpg	jpg	466	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1683.png	png	4770	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1685.png	png	3402	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1687.png	png	4249	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1689.png	png	3869	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1691.png	png	5635	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1693.png	png	7609	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1699_frame_button_help_frame_button_help.png	png	2391	0			image_asset_semantic_name	medium	reuse_via_atlas_pipeline	client_assets/atlases	Nome semantico sugere utilidade direta
images/1704_bmp_healthbarlarge_bmp_healthbarlarge.png	png	2660	0			image_asset_semantic_name	medium	reuse_via_atlas_pipeline	client_assets/atlases	Nome semantico sugere utilidade direta
images/1705_bmp_overlaytext_bmp_overlaytext.png	png	2060	0			image_asset_semantic_name	medium	reuse_via_atlas_pipeline	client_assets/atlases	Nome semantico sugere utilidade direta
images/1706_bmp_progressbarlarge_bmp_progressbarlarge.png	png	1104	0			image_asset_semantic_name	medium	reuse_via_atlas_pipeline	client_assets/atlases	Nome semantico sugere utilidade direta
images/173.png	png	37634	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1732.png	png	4691	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/177.png	png	41220	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/179.png	png	43856	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/181.png	png	34767	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1816_bmd_burns_bmd_burns.png	png	4403	0			image_asset_semantic_name	medium	reuse_via_atlas_pipeline	client_assets/atlases	Nome semantico sugere utilidade direta
images/1820_ParticleScorch1_ParticleScorch1.png	png	12421	0			image_asset_semantic_name	medium	reuse_via_atlas_pipeline	client_assets/atlases	Nome semantico sugere utilidade direta
images/183.png	png	35844	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1849.png	png	21605	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/185.png	png	42674	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/187.png	png	40561	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/189.png	png	41740	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/191.png	png	38390	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1918.png	png	9287	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1920.png	png	7173	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1925.jpg	jpg	1392	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1927.jpg	jpg	1170	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/193.png	png	36867	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/1944.jpg	jpg	1736	0			image_asset_numeric_id	medium	reuse_with_symbol_mapping	client_assets/atlases	ID numerico; mapear para simbolo funcional
images/2045_frame2_bottom_right_frame2_bottom_right.png	png	9450	0			image_asset_semantic_name	medium	reuse_via_atlas_pipeline	client_assets/atlases	Nome semantico sugere utilidade direta
images/2046_frame3_filler_right_frame3_filler_right.png	png	1181	0			image_asset_semantic_name	medium	reuse_via_atlas_pipeline	client_assets/atlases	Nome semantico sugere utilidade direta
images/2047_frame2_filler_top_frame2_filler_top.png	png	474	0			image_asset_semantic_name	medium	reuse_via_atlas_pipeline	client_assets/atlases	Nome semantico sugere utilidade direta
images/2048_frame3_top_right_frame3_top_right.png	png	14133	0			image_asset_semantic_name	medium	reuse_via_atlas_pipeline	client_assets/atlases	Nome semantico sugere utilidade direta
images/2049_frame3_background_frame3_background.jpg	jpg	324	0			image_asset_semantic_name	medium	reuse_via_atlas_pipeline	client_assets/atlases	Nome semantico sugere utilidade direta
images/2050_frame_button_close_frame_button_close.png	png	2378	0			image_asset_semantic_name	medium	reuse_via_atlas_pipeline	client_assets/atlases	Nome semantico sugere utilidade direta
images/2051_frame2_top_right_frame2_top_right.png	png	9302	0			image_asset_semantic_name	medium	reuse_via_atlas_pipeline	client_assets/atlases	Nome semantico sugere utilidade direta
images/2052_frame2_background_frame2_background.png	png	260	0			image_asset_semantic_name	medium	reuse_via_atlas_pipeline	client_assets/atlases	Nome semantico sugere utilidade direta
images/2053_frame2_top_left_frame2_top_left.png	png	9065	0			image_asset_semantic_name	medium	reuse_via_atlas_pipeline	client_assets/atlases	Nome semantico sugere utilidade direta
images/2054_frame2_filler_bottom_frame2_filler_bottom.png	png	430	0			image_asset_semantic_name	medium	reuse_via_atlas_pipeline	client_assets/atlases	Nome semantico sugere utilidade direta
